simID	f0	f1	f2	f3	S_m	thetapi_m	thetaw_m	thetah_m	hprime_m	tajimasd_m	numSing_m	hapdiv_m	rsq_m	D_m	Dprime_m	div_m	S_sd	thetapi_sd	thetaw_sd	thetah_sd	hprime_sd	tajimasd_sd	numSing_sd	hapdiv_sd	rsq_sd	D_sd	Dprime_sd	div_sd
sim242	0.1	0.3	0.5	0.1	279.14	0.00176	0.00229	0.00069	0.78761	-0.72677	0.0	0.7439	0.11502	0.00835	-0.47265	0.76295	68.22216	0.00034	0.00056	0.00033	0.18126	0.4898	0.0	0.05265	0.02795	0.00766	0.19744	0.00268
sim243	0.1	0.1	0.25	0.55	137.13	0.00098	0.00113	0.00038	0.87315	-0.39648	0.0	0.74141	0.13175	0.01076	-0.40625	0.52153	34.77217	0.00027	0.00029	0.00021	0.19377	0.62296	0.0	0.04399	0.03565	0.01121	0.22268	0.00337
sim244	0.5	0.2	0.0	0.3	424.13	0.00317	0.00349	0.00109	1.01314	-0.29005	0.0	0.74246	0.13872	0.01208	-0.37958	0.74509	100.0032	0.00087	0.00082	0.00048	0.19534	0.50724	0.0	0.04955	0.03232	0.00718	0.15562	0.00344
sim245	0.05	0.45	0.45	0.05	314.7	0.00192	0.00259	0.00072	0.78976	-0.80793	0.0	0.75042	0.10897	0.00729	-0.50633	0.78715	72.36642	0.00035	0.00059	0.00031	0.15667	0.47463	0.0	0.0449	0.02316	0.00647	0.17642	0.00256
sim246	0.15	0.4	0.2	0.25	287.15	0.00194	0.00236	0.00073	0.86717	-0.57079	0.0	0.73384	0.12565	0.0105	-0.421	0.7306	63.51018	0.00051	0.00052	0.00037	0.17887	0.56773	0.0	0.04589	0.02857	0.00883	0.20865	0.0029
sim247	0.4	0.0	0.6	0.0	304.48	0.00185	0.0025	0.00069	0.78991	-0.82055	0.0	0.73839	0.11136	0.00779	-0.48465	0.79688	68.49456	0.0004	0.00056	0.00036	0.14392	0.51401	0.0	0.05091	0.02302	0.00603	0.17947	0.00257
sim248	0.7	0.25	0.05	0.0	631.76	0.00447	0.00519	0.0016	0.94832	-0.43278	0.0	0.74275	0.12565	0.01094	-0.40188	0.85014	131.9769	0.00093	0.00108	0.00076	0.18447	0.47909	0.0	0.04657	0.0242	0.00747	0.18499	0.00206
sim249	0.1	0.6	0.0	0.3	368.75	0.00274	0.00303	0.00109	0.91941	-0.29788	0.0	0.74947	0.13389	0.01203	-0.38695	0.73386	75.27785	0.00066	0.00062	0.00056	0.21913	0.53113	0.0	0.044	0.031	0.00919	0.21189	0.00272
sim250	0.15	0.0	0.15	0.7	100.29	0.00073	0.00082	0.0003	0.85453	-0.3512	0.0	0.73546	0.13723	0.01091	-0.40729	0.39935	23.82991	0.0002	0.0002	0.00017	0.2422	0.64489	0.0	0.04214	0.03221	0.00848	0.20322	0.00313
sim251	0.4	0.2	0.2	0.2	335.99	0.00234	0.00276	0.00091	0.8732	-0.46333	0.0	0.74521	0.12762	0.01018	-0.4381	0.7582	73.97659	0.00051	0.00061	0.00045	0.20791	0.57101	0.0	0.04514	0.03057	0.00872	0.193	0.00257
sim252	0.0	0.4	0.6	0.0	302.53	0.00176	0.00249	0.00064	0.76871	-0.93366	0.0	0.74977	0.10351	0.00685	-0.52309	0.79194	61.39892	0.00032	0.0005	0.00032	0.14473	0.45467	0.0	0.04937	0.01766	0.00593	0.18087	0.00243
sim253	0.05	0.2	0.7	0.05	273.13	0.00162	0.00224	0.00064	0.73976	-0.87124	0.0	0.75273	0.1062	0.00636	-0.54278	0.76438	59.74688	0.00031	0.00049	0.00033	0.17465	0.49614	0.0	0.05321	0.02312	0.00576	0.17803	0.00245
sim254	0.7	0.1	0.2	0.0	482.78	0.00318	0.00397	0.00119	0.85073	-0.62767	0.0	0.74477	0.11752	0.00901	-0.45949	0.8368	97.79236	0.00063	0.0008	0.00053	0.163	0.52356	0.0	0.04794	0.02704	0.00689	0.18321	0.00258
sim255	0.85	0.0	0.1	0.05	559.45	0.00397	0.0046	0.00137	0.96103	-0.42203	0.0	0.7445	0.12698	0.01037	-0.42177	0.83332	129.92713	0.0009	0.00107	0.00053	0.16826	0.48533	0.0	0.04731	0.02804	0.00919	0.2049	0.0023
sim256	0.0	0.2	0.1	0.7	109.23	0.00078	0.0009	0.00029	0.89492	-0.3993	0.0	0.73333	0.13556	0.0115	-0.38835	0.40818	25.58363	0.00021	0.00021	0.00017	0.19396	0.54033	0.0	0.04985	0.03141	0.0089	0.21157	0.00304
sim257	0.45	0.0	0.1	0.45	241.43	0.00182	0.00198	0.00073	0.91377	-0.26506	0.0	0.74439	0.13601	0.01116	-0.38983	0.63914	57.18184	0.0005	0.00047	0.00034	0.21472	0.54199	0.0	0.04526	0.0302	0.00839	0.19493	0.00276
sim258	0.55	0.3	0.1	0.05	518.46	0.00349	0.00426	0.00124	0.89509	-0.59377	0.0	0.74385	0.12095	0.00927	-0.45879	0.82794	120.63028	0.00088	0.00099	0.00068	0.20555	0.45762	0.0	0.04967	0.02513	0.00616	0.16174	0.00246
sim259	0.25	0.3	0.0	0.45	298.64	0.00231	0.00245	0.00086	1.00468	-0.16839	0.0	0.7461	0.14291	0.01269	-0.36125	0.65535	63.55885	0.00055	0.00052	0.00038	0.18975	0.56924	0.0	0.05094	0.03289	0.00996	0.1839	0.00315
sim260	0.75	0.0	0.2	0.05	443.05	0.00292	0.00364	0.00108	0.86291	-0.63039	0.0	0.73567	0.1223	0.00973	-0.4379	0.82164	91.97402	0.00066	0.00076	0.00054	0.14678	0.503	0.0	0.04673	0.02454	0.00738	0.18358	0.00269
sim261	0.15	0.55	0.3	0.0	385.01	0.00251	0.00316	0.00094	0.83525	-0.65551	0.0	0.7359	0.11695	0.00891	-0.46263	0.81978	87.07404	0.00055	0.00072	0.00044	0.15866	0.497	0.0	0.04227	0.02335	0.00697	0.18436	0.00235
sim262	0.05	0.2	0.35	0.4	187.12	0.00121	0.00154	0.00046	0.82063	-0.66103	0.0	0.74093	0.11989	0.00876	-0.46495	0.61851	43.57793	0.00029	0.00036	0.00025	0.19008	0.53623	0.0	0.04417	0.02383	0.00787	0.20362	0.00295
sim263	0.3	0.05	0.65	0.0	287.97	0.00178	0.00237	0.0007	0.77824	-0.75386	0.0	0.74801	0.1118	0.00675	-0.51414	0.79175	69.61648	0.00037	0.00057	0.00033	0.15514	0.54294	0.0	0.04458	0.02553	0.00648	0.1815	0.00262
sim264	0.1	0.0	0.35	0.55	123.62	0.00083	0.00102	0.00032	0.82899	-0.55274	0.0	0.74368	0.12311	0.00905	-0.45089	0.49991	30.65869	0.0002	0.00025	0.00018	0.21223	0.57594	0.0	0.04843	0.02991	0.0082	0.19541	0.00338
sim265	0.05	0.35	0.25	0.35	230.04	0.00154	0.00189	0.00059	0.85236	-0.59638	0.0	0.73911	0.12297	0.00953	-0.44531	0.66649	44.89155	0.00036	0.00037	0.00034	0.187	0.49165	0.0	0.04543	0.03019	0.00767	0.18939	0.00306
sim266	0.15	0.45	0.3	0.1	335.54	0.00217	0.00276	0.00083	0.81724	-0.68054	0.0	0.75141	0.11466	0.00704	-0.50322	0.78419	72.79297	0.00046	0.0006	0.00042	0.18212	0.47875	0.0	0.05095	0.01828	0.00576	0.16069	0.00244
sim267	0.15	0.25	0.55	0.05	296.08	0.00179	0.00243	0.00068	0.77399	-0.83339	0.0	0.741	0.10928	0.00773	-0.49697	0.77912	63.17887	0.00036	0.00052	0.00035	0.14329	0.50302	0.0	0.05287	0.022	0.00771	0.20845	0.00226
sim268	0.1	0.0	0.25	0.65	103.38	0.00072	0.00085	0.00028	0.85077	-0.4938	0.0	0.72453	0.12971	0.01004	-0.42719	0.42473	25.62542	0.00021	0.00021	0.00016	0.17818	0.58462	0.0	0.05158	0.02966	0.00901	0.21274	0.00303
sim269	0.0	0.65	0.35	0.0	365.18	0.00227	0.003	0.00084	0.81474	-0.78109	0.0	0.74203	0.10994	0.0067	-0.51513	0.81284	72.00047	0.00047	0.00059	0.00048	0.16306	0.51545	0.0	0.04307	0.02152	0.0056	0.14869	0.00204
sim270	0.1	0.6	0.25	0.05	383.15	0.00238	0.00315	0.00084	0.82669	-0.78167	0.0	0.74348	0.1105	0.00788	-0.48646	0.80632	81.23061	0.00046	0.00067	0.00039	0.16525	0.41541	0.0	0.04899	0.01964	0.00568	0.16604	0.00246
sim271	0.0	0.4	0.2	0.4	209.3	0.00143	0.00172	0.00056	0.84478	-0.53548	0.0	0.74037	0.1236	0.00959	-0.4351	0.64268	43.04743	0.00032	0.00035	0.00027	0.18062	0.46791	0.0	0.04315	0.02176	0.00725	0.17891	0.0029
sim272	0.3	0.55	0.1	0.05	487.54	0.00329	0.00401	0.00122	0.87812	-0.54752	0.0	0.74107	0.12401	0.00993	-0.44079	0.82455	120.24314	0.0008	0.00099	0.00059	0.19186	0.56946	0.0	0.04019	0.03022	0.00819	0.18837	0.00236
sim273	0.6	0.2	0.0	0.2	527.32	0.00407	0.00433	0.00153	0.99455	-0.16442	0.0	0.7437	0.13823	0.01228	-0.36859	0.78975	139.78532	0.00109	0.00115	0.00074	0.21239	0.50513	0.0	0.05095	0.02594	0.00834	0.18336	0.00277
sim274	0.3	0.25	0.0	0.45	299.96	0.00231	0.00247	0.00086	0.99682	-0.159	0.0	0.74334	0.14486	0.01251	-0.37092	0.65617	78.50161	0.0006	0.00065	0.00039	0.21927	0.56553	0.0	0.055	0.03291	0.01004	0.18476	0.00356
sim275	0.25	0.2	0.0	0.55	222.68	0.00175	0.00183	0.0006	1.05098	-0.12335	0.0	0.74246	0.14702	0.01268	-0.37807	0.58392	56.32533	0.00053	0.00046	0.00031	0.22574	0.60772	0.0	0.04411	0.03609	0.00904	0.17555	0.00326
sim276	0.0	0.3	0.05	0.65	139.85	0.00103	0.00115	0.00038	0.94201	-0.32197	0.0	0.73416	0.14002	0.01159	-0.39867	0.47453	32.70325	0.00029	0.00027	0.00021	0.21028	0.57953	0.0	0.0434	0.03335	0.00954	0.1938	0.00331
sim277	0.15	0.05	0.1	0.7	106.48	0.00079	0.00088	0.00032	0.87891	-0.29409	0.0	0.74085	0.13755	0.01197	-0.37118	0.4138	27.92468	0.00025	0.00023	0.00019	0.21162	0.59175	0.0	0.04221	0.03067	0.00916	0.19381	0.00296
sim278	0.05	0.45	0.15	0.35	257.78	0.00177	0.00212	0.00066	0.88126	-0.52689	0.0	0.74255	0.12533	0.00906	-0.45685	0.68281	53.73947	0.00047	0.00044	0.0004	0.19698	0.63431	0.0	0.04923	0.0306	0.00958	0.20257	0.00282
sim279	0.5	0.0	0.05	0.45	267.97	0.00211	0.0022	0.00086	0.9432	-0.10741	0.0	0.74787	0.14531	0.01211	-0.39078	0.65164	61.33127	0.00056	0.0005	0.00042	0.23225	0.63174	0.0	0.04525	0.03745	0.01165	0.22755	0.00262
sim280	0.25	0.0	0.75	0.0	286.74	0.0017	0.00236	0.00061	0.78037	-0.88547	0.0	0.73783	0.10931	0.0073	-0.50817	0.78203	66.00928	0.00036	0.00054	0.00026	0.16463	0.46978	0.0	0.04914	0.0252	0.00648	0.18124	0.00249
sim281	0.0	0.0	0.9	0.1	214.15	0.00127	0.00176	0.00049	0.75156	-0.89436	0.0	0.74915	0.10762	0.00696	-0.50805	0.72068	45.73604	0.00025	0.00038	0.00022	0.15746	0.44265	0.0	0.0421	0.02594	0.00568	0.17077	0.00259
sim282	0.75	0.15	0.0	0.1	708.13	0.00531	0.00582	0.00187	1.00087	-0.28967	0.0	0.73651	0.13571	0.0122	-0.36775	0.82789	174.46551	0.00163	0.00143	0.00096	0.18961	0.51638	0.0	0.05252	0.02519	0.00777	0.16864	0.00262
sim283	0.9	0.0	0.05	0.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sim284	0.05	0.55	0.4	0.0	362.56	0.00231	0.00298	0.00091	0.80026	-0.71099	0.0	0.75254	0.11325	0.00756	-0.50778	0.80975	76.07842	0.00048	0.00063	0.00052	0.21379	0.50911	0.0	0.05078	0.02438	0.00715	0.18578	0.00264
sim285	0.1	0.1	0.75	0.05	267.1	0.00157	0.0022	0.00056	0.7785	-0.93547	0.0	0.7429	0.10465	0.00637	-0.52136	0.75973	51.26353	0.00032	0.00042	0.00025	0.13013	0.45986	0.0	0.04509	0.01833	0.00451	0.14428	0.00266
sim286	0.05	0.15	0.2	0.6	128.38	0.0009	0.00106	0.00036	0.84848	-0.45311	0.0	0.73577	0.1321	0.01071	-0.41321	0.48555	27.93455	0.00021	0.00023	0.0002	0.19335	0.56369	0.0	0.05129	0.03599	0.00902	0.2104	0.00282
sim287	0.2	0.15	0.4	0.25	237.85	0.00154	0.00195	0.00059	0.81928	-0.66605	0.0	0.73832	0.11968	0.00933	-0.44909	0.70442	49.5306	0.00033	0.00041	0.0003	0.16585	0.507	0.0	0.04622	0.02785	0.00824	0.20552	0.00284
sim288	0.1	0.75	0.15	0.0	475.44	0.00309	0.00391	0.00113	0.85061	-0.67571	0.0	0.74551	0.11413	0.00862	-0.46726	0.83226	105.95943	0.00076	0.00087	0.00054	0.17624	0.46955	0.0	0.05113	0.02254	0.00682	0.18447	0.00247
sim289	0.1	0.1	0.6	0.2	219.35	0.00135	0.0018	0.00052	0.78484	-0.78102	0.0	0.74437	0.11213	0.00802	-0.48641	0.70457	52.64698	0.0003	0.00043	0.00028	0.16567	0.49986	0.0	0.05067	0.02266	0.00649	0.19755	0.0031
sim290	0.0	0.7	0.2	0.1	357.85	0.00244	0.00294	0.00095	0.85833	-0.53462	0.0	0.73476	0.12197	0.00919	-0.44853	0.79237	69.96065	0.00054	0.00058	0.00044	0.19434	0.53279	0.0	0.04945	0.0263	0.00689	0.18679	0.00281
sim291	0.3	0.3	0.3	0.1	334.01	0.00219	0.00275	0.00086	0.82104	-0.6595	0.0	0.74449	0.11691	0.00888	-0.46622	0.78685	68.51653	0.0005	0.00056	0.00046	0.19137	0.46345	0.0	0.05178	0.02156	0.00688	0.19274	0.00238
sim292	0.1	0.1	0.55	0.25	202.13	0.00129	0.00166	0.00049	0.8107	-0.72974	0.0	0.74376	0.11363	0.00759	-0.48684	0.6838	40.31208	0.00028	0.00033	0.00023	0.16378	0.43118	0.0	0.05464	0.02116	0.00597	0.16685	0.00277
sim293	0.5	0.15	0.05	0.3	371.88	0.0028	0.00306	0.00112	0.9322	-0.22248	0.0	0.74529	0.13961	0.01224	-0.37506	0.73601	88.14282	0.0006	0.00072	0.00046	0.2013	0.54367	0.0	0.04991	0.03097	0.01104	0.22447	0.00263
sim294	0.15	0.2	0.0	0.65	154.73	0.00122	0.00127	0.00046	0.99247	-0.10323	0.0	0.73156	0.14936	0.01457	-0.32742	0.49442	36.34872	0.0003	0.0003	0.00019	0.22285	0.51627	0.0	0.04438	0.03643	0.01173	0.22686	0.00307
sim295	0.0	0.05	0.45	0.5	132.67	0.00085	0.00109	0.00033	0.80473	-0.66482	0.0	0.73995	0.11841	0.00931	-0.44785	0.52085	28.35135	0.00019	0.00023	0.00017	0.16692	0.53685	0.0	0.03833	0.027	0.00824	0.21354	0.00316
sim296	0.25	0.05	0.5	0.2	244.65	0.00156	0.00201	0.0006	0.80641	-0.7031	0.0	0.74305	0.1154	0.00914	-0.45055	0.71928	59.76475	0.00036	0.00049	0.00031	0.17196	0.51479	0.0	0.04864	0.0244	0.00758	0.20835	0.00278
sim297	0.0	0.6	0.35	0.05	345.11	0.00218	0.00284	0.00084	0.79589	-0.73242	0.0	0.74161	0.11293	0.00792	-0.49473	0.79551	71.79979	0.00048	0.00059	0.00042	0.1427	0.57959	0.0	0.04624	0.02907	0.00956	0.21257	0.00279
sim298	0.4	0.4	0.15	0.05	449.68	0.00313	0.0037	0.00124	0.8663	-0.47343	0.0	0.74788	0.12292	0.00939	-0.45697	0.82116	101.09081	0.00071	0.00083	0.00063	0.221	0.57683	0.0	0.04808	0.03068	0.00895	0.202	0.00281
sim299	0.05	0.95	0.0	0.0	592.39	0.00415	0.00487	0.00149	0.93149	-0.46313	0.0	0.74295	0.12566	0.01046	-0.41412	0.84349	110.54821	0.00077	0.00091	0.00069	0.17221	0.48589	0.0	0.04956	0.02631	0.00824	0.20012	0.00224
sim300	0.3	0.2	0.3	0.2	290.4	0.00192	0.00239	0.00078	0.80711	-0.62255	0.0	0.74298	0.12004	0.00842	-0.45814	0.74403	58.22145	0.00043	0.00048	0.0004	0.16205	0.5276	0.0	0.04994	0.02303	0.00781	0.19439	0.00313
sim301	0.1	0.35	0.55	0.0	307.97	0.00185	0.00253	0.00069	0.77638	-0.86922	0.0	0.74049	0.1093	0.00783	-0.48622	0.79822	59.77085	0.00033	0.00049	0.0003	0.14961	0.40771	0.0	0.05076	0.02283	0.00673	0.19924	0.00275
sim302	0.65	0.0	0.3	0.05	385.07	0.00258	0.00316	0.00098	0.85092	-0.56744	0.0	0.73462	0.12356	0.00979	-0.43687	0.81024	88.96399	0.00055	0.00073	0.00048	0.18685	0.50627	0.0	0.0523	0.0247	0.00796	0.19887	0.00227
sim303	0.35	0.0	0.45	0.2	249.17	0.00165	0.00205	0.00065	0.81556	-0.59574	0.0	0.74464	0.12339	0.00921	-0.45684	0.72705	56.15006	0.00034	0.00046	0.00032	0.21167	0.59734	0.0	0.04854	0.03707	0.00873	0.2009	0.00253
sim304	0.1	0.7	0.15	0.05	440.51	0.0029	0.00362	0.00106	0.86772	-0.62348	0.0	0.74339	0.11886	0.00874	-0.47045	0.81627	97.17364	0.00061	0.0008	0.00058	0.18505	0.51584	0.0	0.04496	0.02592	0.0078	0.19154	0.00249
sim305	0.05	0.4	0.4	0.15	277.38	0.0017	0.00228	0.00062	0.80478	-0.80062	0.0	0.74055	0.11215	0.0093	-0.45119	0.75056	62.80783	0.00034	0.00052	0.0003	0.15215	0.49938	0.0	0.05494	0.02551	0.00864	0.22721	0.00284
sim306	0.2	0.05	0.5	0.25	219.22	0.0014	0.0018	0.0005	0.84245	-0.68503	0.0	0.74285	0.11829	0.00867	-0.46673	0.69175	50.00416	0.00028	0.00041	0.00023	0.18987	0.55567	0.0	0.03975	0.02758	0.00633	0.1806	0.00291
sim307	0.2	0.35	0.3	0.15	310.61	0.00199	0.00255	0.00074	0.82821	-0.70925	0.0	0.73944	0.11842	0.00923	-0.45947	0.76465	62.19339	0.00042	0.00051	0.0004	0.1727	0.50099	0.0	0.05045	0.02892	0.00815	0.2089	0.00274
sim308	0.45	0.1	0.0	0.45	318.21	0.0025	0.00262	0.00097	0.98338	-0.15887	0.0	0.74467	0.14576	0.01257	-0.3703	0.66236	77.55211	0.00081	0.00064	0.00056	0.23931	0.55734	0.0	0.05239	0.03439	0.00795	0.18033	0.00317
sim309	0.4	0.0	0.5	0.1	281.64	0.00178	0.00231	0.00069	0.79234	-0.74231	0.0	0.74271	0.11113	0.00825	-0.47179	0.76712	60.74562	0.0004	0.0005	0.00033	0.14866	0.49892	0.0	0.04763	0.02176	0.00749	0.20556	0.00244
sim310	0.1	0.35	0.2	0.35	241.24	0.00172	0.00198	0.00065	0.91527	-0.39792	0.0	0.7411	0.13031	0.01098	-0.41222	0.67556	49.12962	0.00038	0.0004	0.00032	0.17812	0.58261	0.0	0.04845	0.03404	0.01052	0.21832	0.00299
sim311	0.2	0.4	0.0	0.4	321.71	0.00244	0.00264	0.00095	0.95696	-0.22858	0.0	0.74476	0.14302	0.01165	-0.39116	0.68445	67.93644	0.00057	0.00056	0.00059	0.23885	0.57349	0.0	0.05424	0.03364	0.00998	0.18728	0.00266
sim312	0.1	0.0	0.55	0.35	169.82	0.00109	0.0014	0.00041	0.80625	-0.69357	0.0	0.74059	0.1144	0.00948	-0.44255	0.62215	39.27432	0.00023	0.00032	0.00017	0.17174	0.4658	0.0	0.05034	0.02277	0.00741	0.20637	0.00258
sim313	0.15	0.25	0.1	0.5	205.56	0.00147	0.00169	0.00058	0.89013	-0.41546	0.0	0.75249	0.13006	0.01012	-0.43432	0.59561	51.296	0.00044	0.00042	0.00033	0.21237	0.58832	0.0	0.05333	0.03202	0.00795	0.18357	0.00342
sim314	0.65	0.05	0.1	0.2	430.4	0.0031	0.00354	0.00117	0.93174	-0.4028	0.0	0.74404	0.13053	0.01076	-0.41226	0.77652	85.94619	0.00075	0.00071	0.00061	0.19387	0.49608	0.0	0.05012	0.02927	0.0083	0.18206	0.00273
sim315	0.45	0.5	0.0	0.05	634.29	0.00455	0.00521	0.00171	0.93501	-0.39676	0.0	0.73869	0.13125	0.01114	-0.39379	0.83646	142.24749	0.00099	0.00117	0.00076	0.17472	0.42201	0.0	0.05264	0.02739	0.00804	0.1824	0.00209
sim316	0.35	0.1	0.2	0.35	258.42	0.00178	0.00212	0.00073	0.82682	-0.51602	0.0	0.75649	0.12365	0.00809	-0.47899	0.68182	50.66571	0.00038	0.00042	0.00038	0.21601	0.50895	0.0	0.04803	0.02744	0.00658	0.17604	0.00316
sim317	0.25	0.3	0.15	0.3	296.49	0.00214	0.00244	0.0009	0.85256	-0.36609	0.0	0.73648	0.13411	0.01271	-0.38514	0.71396	65.75137	0.00051	0.00054	0.00046	0.20183	0.63025	0.0	0.04488	0.03571	0.01187	0.26496	0.00345
sim318	0.4	0.0	0.4	0.2	270.48	0.00168	0.00222	0.00064	0.79919	-0.76937	0.0	0.74554	0.11263	0.00722	-0.501	0.73388	62.5081	0.00037	0.00051	0.00033	0.17512	0.50549	0.0	0.04773	0.02354	0.00577	0.16178	0.00284
sim319	0.0	0.6	0.4	0.0	345.12	0.0021	0.00284	0.00077	0.79766	-0.83011	0.0	0.74574	0.10678	0.00763	-0.49337	0.8093	71.10602	0.00038	0.00058	0.00036	0.16352	0.47806	0.0	0.04779	0.02235	0.00681	0.18922	0.00259
sim320	0.1	0.3	0.35	0.25	257.39	0.00163	0.00212	0.00058	0.83526	-0.74458	0.0	0.73669	0.11562	0.00868	-0.4586	0.70964	57.43295	0.00038	0.00047	0.00029	0.15864	0.428	0.0	0.04994	0.02084	0.00598	0.16588	0.00286
sim321	0.6	0.25	0.1	0.05	534.18	0.00375	0.00439	0.00145	0.89154	-0.46618	0.0	0.74594	0.12582	0.00989	-0.42896	0.82895	109.60751	0.00078	0.0009	0.00068	0.17591	0.46798	0.0	0.04847	0.02532	0.00828	0.19245	0.00256
sim322	0.0	0.4	0.25	0.35	221.49	0.00148	0.00182	0.00057	0.85173	-0.59557	0.0	0.73289	0.12287	0.00874	-0.45718	0.66527	45.91417	0.00034	0.00038	0.00031	0.1725	0.50347	0.0	0.0488	0.02413	0.00676	0.16894	0.00286
sim323	0.1	0.65	0.1	0.15	400.77	0.00275	0.00329	0.00101	0.89687	-0.52528	0.0	0.74625	0.12391	0.00962	-0.44052	0.78564	87.8335	0.0006	0.00072	0.00046	0.1994	0.44597	0.0	0.04973	0.02554	0.00767	0.18753	0.00248
sim324	0.1	0.05	0.8	0.05	239.67	0.00142	0.00197	0.00051	0.78178	-0.88733	0.0	0.7332	0.11047	0.00854	-0.47412	0.75522	52.02312	0.00029	0.00043	0.00027	0.16137	0.4828	0.0	0.05055	0.02216	0.00662	0.193	0.00265
sim325	0.7	0.0	0.1	0.2	441.71	0.00313	0.00363	0.00115	0.92365	-0.42848	0.0	0.74514	0.12728	0.00981	-0.42399	0.77806	92.28659	0.00059	0.00076	0.0005	0.20468	0.4608	0.0	0.04523	0.02549	0.0063	0.15142	0.0023
sim326	0.6	0.15	0.25	0.0	460.07	0.00292	0.00378	0.00105	0.83995	-0.73785	0.0	0.74602	0.11262	0.00838	-0.4889	0.83022	94.14048	0.00067	0.00077	0.00053	0.17941	0.52355	0.0	0.05459	0.02528	0.0071	0.18403	0.00255
sim327	0.5	0.1	0.15	0.25	328.04	0.0023	0.0027	0.00093	0.86407	-0.46801	0.0	0.74102	0.12691	0.00944	-0.45101	0.74506	62.11019	0.0005	0.00051	0.00054	0.23563	0.49884	0.0	0.04765	0.02449	0.00703	0.17387	0.00271
sim328	0.65	0.1	0.25	0.0	433.18	0.0029	0.00356	0.00109	0.85995	-0.56547	0.0	0.74223	0.12167	0.00876	-0.45403	0.83103	92.58961	0.00055	0.00076	0.00046	0.15597	0.5277	0.0	0.04557	0.02682	0.00746	0.18556	0.00285
sim329	0.9	0.05	0.0	0.05	778.23	0.00603	0.0064	0.00211	1.04327	-0.18769	0.0	0.74371	0.14115	0.01291	-0.36891	0.84612	175.73654	0.00174	0.00144	0.00118	0.20465	0.57834	0.0	0.04145	0.03036	0.01003	0.19749	0.0026
sim330	0.2	0.5	0.2	0.1	385.94	0.00257	0.00317	0.00093	0.87949	-0.59087	0.0	0.73915	0.12155	0.01021	-0.42734	0.79496	85.40336	0.00053	0.0007	0.0004	0.17976	0.46629	0.0	0.04613	0.02483	0.00844	0.20451	0.0025
sim331	0.35	0.0	0.65	0.0	298.84	0.00177	0.00246	0.00066	0.76638	-0.89744	0.0	0.74564	0.10586	0.00646	-0.52884	0.79236	62.55579	0.00035	0.00051	0.00028	0.13279	0.44174	0.0	0.04492	0.02135	0.00534	0.16178	0.00237
sim332	0.25	0.05	0.4	0.3	214.77	0.0014	0.00177	0.00052	0.83818	-0.66033	0.0	0.73201	0.12226	0.00975	-0.43056	0.6781	49.86423	0.00032	0.00041	0.00025	0.15461	0.44993	0.0	0.04555	0.02361	0.00722	0.19033	0.00297
sim333	0.55	0.0	0.05	0.4	319.96	0.0025	0.00263	0.00098	0.98015	-0.1289	0.0	0.75127	0.14512	0.01178	-0.38285	0.68426	74.25508	0.00059	0.00061	0.00051	0.25938	0.60465	0.0	0.04948	0.03445	0.00998	0.2017	0.00308
sim334	0.0	0.7	0.0	0.3	357.47	0.0026	0.00294	0.00096	0.94785	-0.36776	0.0	0.74686	0.13331	0.01115	-0.40165	0.73153	75.25438	0.0006	0.00062	0.00044	0.19792	0.45246	0.0	0.04373	0.02593	0.00699	0.16051	0.00302
sim335	0.2	0.05	0.1	0.65	133.6	0.00098	0.0011	0.00037	0.9164	-0.31629	0.0	0.73667	0.14054	0.01257	-0.37614	0.46792	35.93428	0.00028	0.0003	0.0002	0.21328	0.61705	0.0	0.04867	0.03863	0.0093	0.20246	0.00304
sim336	0.05	0.65	0.3	0.0	380.69	0.0024	0.00313	0.00091	0.81527	-0.74915	0.0	0.74348	0.11266	0.0082	-0.47573	0.81886	79.34513	0.00052	0.00065	0.00047	0.18249	0.46903	0.0	0.04961	0.02241	0.00603	0.17482	0.0025
sim337	0.2	0.7	0.0	0.1	545.37	0.00392	0.00448	0.00154	0.9114	-0.38303	0.0	0.7437	0.13031	0.01076	-0.40857	0.81646	117.42383	0.00088	0.00097	0.0007	0.18916	0.55106	0.0	0.0461	0.03027	0.00849	0.18646	0.00261
sim338	0.05	0.5	0.05	0.4	269.5	0.00197	0.00222	0.00076	0.91619	-0.37077	0.0	0.73843	0.13334	0.01068	-0.40613	0.67045	59.23749	0.00055	0.00049	0.00037	0.22029	0.48268	0.0	0.04302	0.02684	0.00691	0.16091	0.0027
sim339	0.15	0.45	0.1	0.3	312.63	0.00226	0.00257	0.00086	0.92173	-0.3637	0.0	0.73941	0.13247	0.01066	-0.41929	0.72027	66.762	0.0005	0.00055	0.00042	0.20009	0.52688	0.0	0.04938	0.02868	0.00949	0.20733	0.00279
sim340	0.1	0.5	0.25	0.15	335.7	0.00215	0.00276	0.00081	0.83188	-0.70911	0.0	0.74737	0.11327	0.00746	-0.50052	0.76873	70.68289	0.00048	0.00058	0.00034	0.18302	0.45401	0.0	0.05292	0.02396	0.00662	0.18337	0.00247
